year,date,stage,home_team,away_team,home_score,away_score,winner,match_id,tournament
1990,1990-06-20,Quarter-finals,Denmark,Argentina,0,1,Argentina,300,FIFA World Cup 
1990,1990-06-21,Group Stage,England,Tunisia,0,0,Draw,301,FIFA World Cup 
1990,1990-06-21,Group Stage,Argentina,Australia,0,0,Draw,302,FIFA World Cup 
1990,1990-06-21,Semi-finals,Netherlands,Tunisia,0,0,Draw,303,FIFA World Cup 
1990,1990-06-21,Group Stage,Egypt,Japan,0,0,Draw,304,FIFA World Cup 
1990,1990-06-22,Group Stage,Portugal,Cameroon,1,0,Portugal,305,FIFA World Cup 
1990,1990-06-23,Group Stage,Switzerland,Iran,1,1,Draw,306,FIFA World Cup 
1990,1990-06-24,Quarter-finals,Belgium,Italy,1,0,Belgium,307,FIFA World Cup 
1990,1990-06-24,Quarter-finals,Italy,Uruguay,1,0,Italy,308,FIFA World Cup 
1990,1990-06-24,Group Stage,South Korea,Croatia,3,1,South Korea,309,FIFA World Cup 
1990,1990-06-24,Group Stage,Senegal,Italy,0,3,Italy,310,FIFA World Cup 
1990,1990-06-25,Round of 16,Spain,Belgium,1,0,Spain,311,FIFA World Cup 
1990,1990-06-25,Group Stage,Brazil,Cameroon,1,0,Brazil,312,FIFA World Cup 
1990,1990-06-25,Group Stage,Germany,Cameroon,0,1,Cameroon,313,FIFA World Cup 
1990,1990-06-25,Group Stage,Sweden,Argentina,2,1,Sweden,314,FIFA World Cup 
1990,1990-06-26,Group Stage,Egypt,Uruguay,1,2,Uruguay,315,FIFA World Cup 
1990,1990-06-26,Final,Iran,Spain,2,0,Iran,316,FIFA World Cup 
1990,1990-06-27,Group Stage,Portugal,Argentina,1,0,Portugal,317,FIFA World Cup 
1990,1990-06-27,Group Stage,Spain,Egypt,1,0,Spain,318,FIFA World Cup 
1990,1990-06-27,Group Stage,Netherlands,Sweden,1,0,Netherlands,319,FIFA World Cup 
1990,1990-06-27,Round of 16,Ghana,Sweden,1,1,Draw,320,FIFA World Cup 
1994,1994-06-10,Round of 16,Saudi Arabia,Poland,1,1,Draw,321,FIFA World Cup 
1994,1994-06-10,Group Stage,Algeria,Morocco,1,1,Draw,322,FIFA World Cup 
1994,1994-06-10,Group Stage,Ghana,Denmark,3,1,Ghana,323,FIFA World Cup 
1994,1994-06-11,Group Stage,Algeria,France,1,3,France,324,FIFA World Cup 
1994,1994-06-11,Quarter-finals,Netherlands,South Korea,1,0,Netherlands,325,FIFA World Cup 
1994,1994-06-11,Group Stage,Netherlands,Iran,2,2,Draw,326,FIFA World Cup 
1994,1994-06-12,Group Stage,Netherlands,Brazil,2,0,Netherlands,327,FIFA World Cup 
1994,1994-06-12,Group Stage,Switzerland,Costa Rica,2,1,Switzerland,328,FIFA World Cup 
1994,1994-06-12,Group Stage,Poland,Saudi Arabia,0,2,Saudi Arabia,329,FIFA World Cup 
1994,1994-06-12,Group Stage,USA,Brazil,2,0,USA,330,FIFA World Cup 
1994,1994-06-13,Group Stage,Switzerland,Costa Rica,1,2,Costa Rica,331,FIFA World Cup 
1994,1994-06-13,Group Stage,Iran,Costa Rica,0,2,Costa Rica,332,FIFA World Cup 
1994,1994-06-13,Group Stage,Iran,France,3,2,Iran,333,FIFA World Cup 
1994,1994-06-13,Group Stage,Netherlands,Senegal,3,0,Netherlands,334,FIFA World Cup 
1994,1994-06-13,Round of 16,Saudi Arabia,France,1,0,Saudi Arabia,335,FIFA World Cup 
1994,1994-06-14,Semi-finals,Switzerland,Cameroon,2,1,Switzerland,336,FIFA World Cup 
1994,1994-06-14,Group Stage,Nigeria,Poland,1,0,Nigeria,337,FIFA World Cup 
1994,1994-06-14,Round of 16,Cameroon,Iran,1,0,Cameroon,338,FIFA World Cup 
1994,1994-06-14,Group Stage,Croatia,Portugal,0,1,Portugal,339,FIFA World Cup 
1994,1994-06-15,Group Stage,Denmark,Nigeria,2,0,Denmark,340,FIFA World Cup 
1994,1994-06-15,Group Stage,Mexico,Spain,0,1,Spain,341,FIFA World Cup 
1994,1994-06-16,Group Stage,Ghana,France,1,0,Ghana,342,FIFA World Cup 
1994,1994-06-16,Third Place,Iran,Argentina,1,1,Draw,343,FIFA World Cup 
1994,1994-06-17,Group Stage,Senegal,England,1,0,Senegal,344,FIFA World Cup 
1994,1994-06-17,Group Stage,Switzerland,Saudi Arabia,1,1,Draw,345,FIFA World Cup 
1994,1994-06-17,Group Stage,Saudi Arabia,Morocco,1,2,Morocco,346,FIFA World Cup 
1994,1994-06-18,Group Stage,Mexico,Brazil,0,2,Brazil,347,FIFA World Cup 
1994,1994-06-18,Round of 16,Algeria,Morocco,1,1,Draw,348,FIFA World Cup 
1994,1994-06-18,Group Stage,Japan,Egypt,0,2,Egypt,349,FIFA World Cup 
1994,1994-06-19,Group Stage,Australia,Mexico,2,1,Australia,350,FIFA World Cup 
1994,1994-06-19,Quarter-finals,France,Poland,0,0,Draw,351,FIFA World Cup 
1994,1994-06-19,Round of 16,Portugal,Brazil,1,2,Brazil,352,FIFA World Cup 
1994,1994-06-19,Group Stage,Costa Rica,Croatia,1,0,Costa Rica,353,FIFA World Cup 
1994,1994-06-19,Round of 16,Saudi Arabia,Tunisia,1,2,Tunisia,354,FIFA World Cup 
1994,1994-06-20,Group Stage,Tunisia,France,1,1,Draw,355,FIFA World Cup 
1994,1994-06-20,Group Stage,Germany,Tunisia,1,0,Germany,356,FIFA World Cup 
1994,1994-06-21,Semi-finals,Belgium,Senegal,0,1,Senegal,357,FIFA World Cup 
1994,1994-06-21,Final,Japan,Sweden,1,0,Japan,358,FIFA World Cup 
1994,1994-06-21,Group Stage,Spain,Germany,1,1,Draw,359,FIFA World Cup 
1994,1994-06-21,Group Stage,Cameroon,Nigeria,3,2,Cameroon,360,FIFA World Cup 
1994,1994-06-21,Group Stage,Tunisia,Costa Rica,0,1,Costa Rica,361,FIFA World Cup 
1994,1994-06-21,Group Stage,South Korea,Spain,1,1,Draw,362,FIFA World Cup 
1994,1994-06-21,Group Stage,Japan,Costa Rica,1,1,Draw,363,FIFA World Cup 
1994,1994-06-22,Group Stage,Costa Rica,Switzerland,2,1,Costa Rica,364,FIFA World Cup 
1994,1994-06-22,Group Stage,Poland,Italy,2,0,Poland,365,FIFA World Cup 
1994,1994-06-22,Group Stage,Nigeria,France,0,3,France,366,FIFA World Cup 
1994,1994-06-23,Group Stage,Algeria,Japan,3,1,Algeria,367,FIFA World Cup 
1994,1994-06-23,Group Stage,Sweden,Australia,1,0,Sweden,368,FIFA World Cup 
1994,1994-06-23,Group Stage,Senegal,Australia,1,1,Draw,369,FIFA World Cup 
1994,1994-06-23,Group Stage,Portugal,Costa Rica,1,2,Costa Rica,370,FIFA World Cup 
1994,1994-06-23,Quarter-finals,Germany,Portugal,2,0,Germany,371,FIFA World Cup 
1994,1994-06-23,Group Stage,Denmark,Poland,1,1,Draw,372,FIFA World Cup 
1994,1994-06-23,Group Stage,Saudi Arabia,USA,2,1,Saudi Arabia,373,FIFA World Cup 
1994,1994-06-24,Group Stage,Netherlands,Mexico,1,0,Netherlands,374,FIFA World Cup 
1994,1994-06-24,Group Stage,Belgium,Australia,0,2,Australia,375,FIFA World Cup 
1994,1994-06-25,Group Stage,Japan,Switzerland,2,0,Japan,376,FIFA World Cup 
1994,1994-06-25,Group Stage,Spain,Sweden,1,1,Draw,377,FIFA World Cup 
1994,1994-06-25,Group Stage,Spain,Australia,3,1,Spain,378,FIFA World Cup 
1994,1994-06-25,Group Stage,Saudi Arabia,Morocco,0,0,Draw,379,FIFA World Cup 
1994,1994-06-25,Quarter-finals,Portugal,Germany,0,1,Germany,380,FIFA World Cup 
1994,1994-06-26,Round of 16,Italy,Sweden,1,0,Italy,381,FIFA World Cup 
1994,1994-06-26,Group Stage,Tunisia,Egypt,1,1,Draw,382,FIFA World Cup 
1994,1994-06-26,Round of 16,Uruguay,Cameroon,1,2,Cameroon,383,FIFA World Cup 
1994,1994-06-27,Group Stage,England,Ghana,1,0,England,384,FIFA World Cup 
1998,1998-06-10,Group Stage,Argentina,USA,1,2,USA,385,FIFA World Cup 
1998,1998-06-10,Group Stage,Argentina,Mexico,2,0,Argentina,386,FIFA World Cup 
1998,1998-06-10,Group Stage,Portugal,Brazil,2,0,Portugal,387,FIFA World Cup 
1998,1998-06-10,Group Stage,South Korea,Algeria,1,3,Algeria,388,FIFA World Cup 
1998,1998-06-11,Group Stage,Denmark,South Korea,3,1,Denmark,389,FIFA World Cup 
1998,1998-06-11,Group Stage,Denmark,Japan,0,0,Draw,390,FIFA World Cup 
1998,1998-06-11,Round of 16,Uruguay,Switzerland,2,2,Draw,391,FIFA World Cup 
1998,1998-06-11,Group Stage,Italy,Ghana,0,2,Ghana,392,FIFA World Cup 
1998,1998-06-11,Round of 16,USA,Saudi Arabia,1,1,Draw,393,FIFA World Cup 
1998,1998-06-12,Group Stage,Denmark,England,1,1,Draw,394,FIFA World Cup 
1998,1998-06-12,Group Stage,Australia,Sweden,3,1,Australia,395,FIFA World Cup 
1998,1998-06-12,Group Stage,Germany,Portugal,3,1,Germany,396,FIFA World Cup 
1998,1998-06-12,Group Stage,France,Costa Rica,0,2,Costa Rica,397,FIFA World Cup 
1998,1998-06-13,Group Stage,Cameroon,Belgium,3,1,Cameroon,398,FIFA World Cup 
1998,1998-06-13,Group Stage,Italy,Mexico,2,3,Mexico,399,FIFA World Cup 
1998,1998-06-13,Group Stage,Poland,Cameroon,2,1,Poland,400,FIFA World Cup 
1998,1998-06-13,Group Stage,England,Uruguay,1,1,Draw,401,FIFA World Cup 
1998,1998-06-13,Round of 16,Egypt,South Korea,1,1,Draw,402,FIFA World Cup 
1998,1998-06-13,Group Stage,Netherlands,Tunisia,0,2,Tunisia,403,FIFA World Cup 
1998,1998-06-14,Group Stage,England,Costa Rica,2,2,Draw,404,FIFA World Cup 
1998,1998-06-14,Group Stage,Costa Rica,Iran,0,1,Iran,405,FIFA World Cup 
1998,1998-06-15,Third Place,Brazil,Italy,2,1,Brazil,406,FIFA World Cup 
1998,1998-06-15,Group Stage,Spain,Croatia,1,1,Draw,407,FIFA World Cup 
1998,1998-06-15,Round of 16,USA,Italy,0,0,Draw,408,FIFA World Cup 
1998,1998-06-17,Group Stage,Costa Rica,South Korea,2,3,South Korea,409,FIFA World Cup 
1998,1998-06-17,Group Stage,Ghana,Australia,1,0,Ghana,410,FIFA World Cup 
1998,1998-06-17,Group Stage,Morocco,Sweden,2,2,Draw,411,FIFA World Cup 
1998,1998-06-17,Group Stage,Saudi Arabia,USA,2,1,Saudi Arabia,412,FIFA World Cup 
1998,1998-06-17,Group Stage,Sweden,Argentina,1,0,Sweden,413,FIFA World Cup 
1998,1998-06-18,Group Stage,Iran,Senegal,0,1,Senegal,414,FIFA World Cup 
1998,1998-06-18,Final,Netherlands,England,1,2,England,415,FIFA World Cup 
1998,1998-06-18,Group Stage,England,Senegal,1,2,Senegal,416,FIFA World Cup 
1998,1998-06-18,Round of 16,Poland,France,1,1,Draw,417,FIFA World Cup 
1998,1998-06-18,Round of 16,Algeria,Japan,0,0,Draw,418,FIFA World Cup 
1998,1998-06-18,Group Stage,Portugal,Poland,2,3,Poland,419,FIFA World Cup 
1998,1998-06-18,Group Stage,Italy,Japan,0,1,Japan,420,FIFA World Cup 
1998,1998-06-18,Group Stage,Uruguay,Saudi Arabia,1,1,Draw,421,FIFA World Cup 
1998,1998-06-18,Group Stage,Croatia,USA,1,2,USA,422,FIFA World Cup 
1998,1998-06-19,Group Stage,Morocco,Nigeria,0,0,Draw,423,FIFA World Cup 
1998,1998-06-19,Group Stage,Germany,South Korea,0,1,South Korea,424,FIFA World Cup 
1998,1998-06-19,Group Stage,Ghana,England,2,2,Draw,425,FIFA World Cup 
1998,1998-06-19,Quarter-finals,Germany,Iran,0,0,Draw,426,FIFA World Cup 
1998,1998-06-19,Quarter-finals,Australia,Denmark,0,0,Draw,427,FIFA World Cup 
1998,1998-06-20,Group Stage,Denmark,Cameroon,2,2,Draw,428,FIFA World Cup 
1998,1998-06-20,Group Stage,Argentina,Iran,1,0,Argentina,429,FIFA World Cup 
1998,1998-06-21,Round of 16,Switzerland,Brazil,1,1,Draw,430,FIFA World Cup 
1998,1998-06-21,Group Stage,Spain,Iran,1,2,Iran,431,FIFA World Cup 
1998,1998-06-21,Semi-finals,Portugal,USA,2,1,Portugal,432,FIFA World Cup 
1998,1998-06-21,Group Stage,France,Brazil,0,2,Brazil,433,FIFA World Cup 
1998,1998-06-21,Semi-finals,Switzerland,Spain,1,0,Switzerland,434,FIFA World Cup 
1998,1998-06-21,Quarter-finals,Croatia,Algeria,1,1,Draw,435,FIFA World Cup 
1998,1998-06-21,Group Stage,Cameroon,Costa Rica,0,1,Costa Rica,436,FIFA World Cup 
1998,1998-06-22,Group Stage,France,Saudi Arabia,1,1,Draw,437,FIFA World Cup 
1998,1998-06-23,Group Stage,Germany,Nigeria,1,0,Germany,438,FIFA World Cup 
1998,1998-06-23,Group Stage,South Korea,Belgium,1,1,Draw,439,FIFA World Cup 
1998,1998-06-24,Group Stage,Denmark,Spain,1,2,Spain,440,FIFA World Cup 
1998,1998-06-25,Round of 16,Uruguay,Italy,2,1,Uruguay,441,FIFA World Cup 
1998,1998-06-25,Group Stage,Denmark,Argentina,1,1,Draw,442,FIFA World Cup 
1998,1998-06-25,Group Stage,Argentina,USA,1,2,USA,443,FIFA World Cup 
1998,1998-06-25,Group Stage,Senegal,Cameroon,1,1,Draw,444,FIFA World Cup 
1998,1998-06-25,Group Stage,Brazil,USA,1,1,Draw,445,FIFA World Cup 
1998,1998-06-25,Group Stage,Switzerland,Sweden,1,0,Switzerland,446,FIFA World Cup 
1998,1998-06-26,Group Stage,Uruguay,Costa Rica,0,3,Costa Rica,447,FIFA World Cup 
1998,1998-06-27,Quarter-finals,Algeria,Argentina,1,0,Algeria,448,FIFA World Cup 
2002,2002-06-10,Group Stage,Sweden,Portugal,0,1,Portugal,449,FIFA World Cup 
2002,2002-06-10,Round of 16,Saudi Arabia,USA,1,1,Draw,450,FIFA World Cup 
2002,2002-06-11,Quarter-finals,USA,Spain,2,2,Draw,451,FIFA World Cup 
2002,2002-06-11,Group Stage,USA,Australia,2,1,USA,452,FIFA World Cup 
2002,2002-06-12,Group Stage,Denmark,Ghana,2,2,Draw,453,FIFA World Cup 
2002,2002-06-13,Group Stage,Costa Rica,Denmark,0,1,Denmark,454,FIFA World Cup 
2002,2002-06-13,Group Stage,Morocco,Argentina,1,2,Argentina,455,FIFA World Cup 
2002,2002-06-13,Group Stage,Belgium,Saudi Arabia,1,2,Saudi Arabia,456,FIFA World Cup 
2002,2002-06-13,Round of 16,Italy,Nigeria,0,2,Nigeria,457,FIFA World Cup 
2002,2002-06-13,Group Stage,Senegal,Belgium,0,1,Belgium,458,FIFA World Cup 
2002,2002-06-14,Semi-finals,Japan,Switzerland,1,1,Draw,459,FIFA World Cup 
2002,2002-06-14,Semi-finals,Uruguay,Egypt,1,0,Uruguay,460,FIFA World Cup 
2002,2002-06-15,Group Stage,Japan,Netherlands,1,0,Japan,461,FIFA World Cup 
2002,2002-06-15,Group Stage,Cameroon,Uruguay,0,1,Uruguay,462,FIFA World Cup 
2002,2002-06-15,Group Stage,Switzerland,Denmark,0,2,Denmark,463,FIFA World Cup 
2002,2002-06-15,Round of 16,Senegal,Australia,1,1,Draw,464,FIFA World Cup 
2002,2002-06-16,Group Stage,Germany,England,1,2,England,465,FIFA World Cup 
2002,2002-06-16,Quarter-finals,France,Portugal,2,1,France,466,FIFA World Cup 
2002,2002-06-16,Round of 16,Denmark,Brazil,0,1,Brazil,467,FIFA World Cup 
2002,2002-06-16,Group Stage,Algeria,Belgium,1,1,Draw,468,FIFA World Cup 
2002,2002-06-17,Group Stage,Ghana,Italy,1,1,Draw,469,FIFA World Cup 
2002,2002-06-17,Group Stage,Australia,Netherlands,1,1,Draw,470,FIFA World Cup 
2002,2002-06-17,Group Stage,Poland,Portugal,0,1,Portugal,471,FIFA World Cup 
2002,2002-06-18,Group Stage,Cameroon,Italy,1,2,Italy,472,FIFA World Cup 
2002,2002-06-18,Group Stage,Costa Rica,Switzerland,2,3,Switzerland,473,FIFA World Cup 
2002,2002-06-18,Group Stage,Mexico,Croatia,1,1,Draw,474,FIFA World Cup 
2002,2002-06-18,Quarter-finals,France,Australia,1,1,Draw,475,FIFA World Cup 
2002,2002-06-19,Group Stage,Belgium,Japan,0,1,Japan,476,FIFA World Cup 
2002,2002-06-19,Group Stage,France,Saudi Arabia,1,1,Draw,477,FIFA World Cup 
2002,2002-06-19,Group Stage,Belgium,Germany,1,3,Germany,478,FIFA World Cup 
2002,2002-06-20,Quarter-finals,Spain,Nigeria,1,1,Draw,479,FIFA World Cup 
2002,2002-06-20,Group Stage,USA,Belgium,2,1,USA,480,FIFA World Cup 
2002,2002-06-20,Group Stage,Ghana,Saudi Arabia,1,2,Saudi Arabia,481,FIFA World Cup 
2002,2002-06-20,Round of 16,Mexico,Argentina,2,0,Mexico,482,FIFA World Cup 
2002,2002-06-21,Group Stage,Morocco,Mexico,0,0,Draw,483,FIFA World Cup 
2002,2002-06-21,Group Stage,Netherlands,Nigeria,1,2,Nigeria,484,FIFA World Cup 
2002,2002-06-21,Group Stage,Mexico,USA,1,0,Mexico,485,FIFA World Cup 
2002,2002-06-21,Group Stage,Nigeria,USA,2,1,Nigeria,486,FIFA World Cup 
2002,2002-06-22,Group Stage,Japan,Morocco,3,1,Japan,487,FIFA World Cup 
2002,2002-06-22,Group Stage,Brazil,Poland,0,0,Draw,488,FIFA World Cup 
2002,2002-06-22,Group Stage,Croatia,Costa Rica,2,0,Croatia,489,FIFA World Cup 
2002,2002-06-23,Group Stage,South Korea,Brazil,0,1,Brazil,490,FIFA World Cup 
2002,2002-06-23,Group Stage,England,Argentina,1,2,Argentina,491,FIFA World Cup 
2002,2002-06-23,Group Stage,Sweden,South Korea,1,1,Draw,492,FIFA World Cup 
2002,2002-06-23,Round of 16,Croatia,England,1,1,Draw,493,FIFA World Cup 
2002,2002-06-24,Group Stage,Cameroon,France,1,1,Draw,494,FIFA World Cup 
2002,2002-06-24,Group Stage,Senegal,Switzerland,0,1,Switzerland,495,FIFA World Cup 
2002,2002-06-24,Group Stage,Nigeria,France,2,0,Nigeria,496,FIFA World Cup 
2002,2002-06-24,Group Stage,Sweden,Nigeria,2,1,Sweden,497,FIFA World Cup 
2002,2002-06-24,Group Stage,Senegal,Iran,1,1,Draw,498,FIFA World Cup 
2002,2002-06-24,Round of 16,USA,South Korea,1,0,USA,499,FIFA World Cup 
2002,2002-06-25,Third Place,Tunisia,Iran,1,1,Draw,500,FIFA World Cup 
2002,2002-06-25,Final,Cameroon,Sweden,2,2,Draw,501,FIFA World Cup 
2002,2002-06-25,Group Stage,South Korea,Cameroon,2,0,South Korea,502,FIFA World Cup 
2002,2002-06-25,Group Stage,England,Brazil,2,2,Draw,503,FIFA World Cup 
2002,2002-06-25,Group Stage,Tunisia,Costa Rica,0,2,Costa Rica,504,FIFA World Cup 
2002,2002-06-25,Group Stage,Costa Rica,Germany,2,2,Draw,505,FIFA World Cup 
2002,2002-06-25,Round of 16,Iran,Algeria,0,1,Algeria,506,FIFA World Cup 
2002,2002-06-26,Group Stage,Germany,Morocco,1,1,Draw,507,FIFA World Cup 
2002,2002-06-26,Group Stage,Iran,Switzerland,2,2,Draw,508,FIFA World Cup 
2002,2002-06-26,Group Stage,Netherlands,Australia,3,2,Netherlands,509,FIFA World Cup 
2002,2002-06-26,Group Stage,Spain,USA,2,1,Spain,510,FIFA World Cup 
2002,2002-06-27,Group Stage,Brazil,Japan,1,0,Brazil,511,FIFA World Cup 
2002,2002-06-27,Group Stage,Tunisia,Australia,0,2,Australia,512,FIFA World Cup 
2006,2006-06-10,Group Stage,Belgium,Mexico,2,1,Belgium,513,FIFA World Cup 
2006,2006-06-10,Round of 16,Portugal,England,0,1,England,514,FIFA World Cup 
2006,2006-06-10,Group Stage,Switzerland,England,2,1,Switzerland,515,FIFA World Cup 
2006,2006-06-11,Group Stage,Japan,Argentina,2,2,Draw,516,FIFA World Cup 
2006,2006-06-11,Group Stage,Sweden,USA,1,3,USA,517,FIFA World Cup 
2006,2006-06-11,Group Stage,Sweden,Poland,2,0,Sweden,518,FIFA World Cup 
2006,2006-06-11,Group Stage,Portugal,Ghana,1,3,Ghana,519,FIFA World Cup 
2006,2006-06-11,Group Stage,USA,Algeria,0,0,Draw,520,FIFA World Cup 
2006,2006-06-12,Group Stage,Senegal,Costa Rica,0,3,Costa Rica,521,FIFA World Cup 
2006,2006-06-13,Round of 16,Denmark,Iran,1,2,Iran,522,FIFA World Cup 
2006,2006-06-13,Group Stage,Brazil,Japan,2,1,Brazil,523,FIFA World Cup 
2006,2006-06-13,Round of 16,Egypt,Tunisia,2,0,Egypt,524,FIFA World Cup 
2006,2006-06-13,Semi-finals,Uruguay,Egypt,1,1,Draw,525,FIFA World Cup 
2006,2006-06-13,Group Stage,Algeria,Croatia,1,1,Draw,526,FIFA World Cup 
2006,2006-06-14,Group Stage,Croatia,Cameroon,1,1,Draw,527,FIFA World Cup 
2006,2006-06-14,Group Stage,Denmark,Belgium,1,1,Draw,528,FIFA World Cup 
2006,2006-06-14,Group Stage,Italy,Senegal,2,2,Draw,529,FIFA World Cup 
2006,2006-06-14,Round of 16,Italy,Costa Rica,0,1,Costa Rica,530,FIFA World Cup 
2006,2006-06-14,Group Stage,Argentina,Denmark,0,1,Denmark,531,FIFA World Cup 
2006,2006-06-14,Group Stage,Argentina,Australia,2,2,Draw,532,FIFA World Cup 
2006,2006-06-15,Group Stage,Germany,Nigeria,1,1,Draw,533,FIFA World Cup 
2006,2006-06-15,Round of 16,Egypt,Spain,2,1,Egypt,534,FIFA World Cup 
2006,2006-06-15,Group Stage,Tunisia,Cameroon,1,1,Draw,535,FIFA World Cup 
2006,2006-06-15,Group Stage,Algeria,France,3,1,Algeria,536,FIFA World Cup 
2006,2006-06-15,Group Stage,Denmark,Australia,1,1,Draw,537,FIFA World Cup 
2006,2006-06-16,Group Stage,Mexico,Ghana,1,2,Ghana,538,FIFA World Cup 
2006,2006-06-16,Group Stage,USA,Costa Rica,0,2,Costa Rica,539,FIFA World Cup 
2006,2006-06-17,Group Stage,Switzerland,Netherlands,3,2,Switzerland,540,FIFA World Cup 
2006,2006-06-17,Group Stage,Uruguay,England,1,3,England,541,FIFA World Cup 
2006,2006-06-17,Group Stage,Iran,Cameroon,1,1,Draw,542,FIFA World Cup 
2006,2006-06-18,Group Stage,Japan,Poland,2,3,Poland,543,FIFA World Cup 
2006,2006-06-18,Third Place,Argentina,Portugal,0,2,Portugal,544,FIFA World Cup 
2006,2006-06-18,Quarter-finals,Morocco,Italy,1,0,Morocco,545,FIFA World Cup 
2006,2006-06-18,Quarter-finals,Ghana,Argentina,2,1,Ghana,546,FIFA World Cup 
2006,2006-06-19,Group Stage,Costa Rica,Uruguay,1,0,Costa Rica,547,FIFA World Cup 
2006,2006-06-19,Group Stage,Uruguay,Saudi Arabia,2,2,Draw,548,FIFA World Cup 
2006,2006-06-19,Group Stage,Saudi Arabia,Brazil,1,1,Draw,549,FIFA World Cup 
2006,2006-06-20,Group Stage,France,Netherlands,2,1,France,550,FIFA World Cup 
2006,2006-06-20,Group Stage,Japan,Argentina,2,1,Japan,551,FIFA World Cup 
2006,2006-06-20,Group Stage,Belgium,Tunisia,2,0,Belgium,552,FIFA World Cup 
2006,2006-06-20,Semi-finals,Iran,Saudi Arabia,0,1,Saudi Arabia,553,FIFA World Cup 
2006,2006-06-21,Group Stage,Ghana,Senegal,1,2,Senegal,554,FIFA World Cup 
2006,2006-06-21,Quarter-finals,Morocco,Poland,1,1,Draw,555,FIFA World Cup 
2006,2006-06-21,Group Stage,Sweden,Italy,2,1,Sweden,556,FIFA World Cup 
2006,2006-06-21,Group Stage,France,Croatia,3,1,France,557,FIFA World Cup 
2006,2006-06-21,Round of 16,Tunisia,Netherlands,1,1,Draw,558,FIFA World Cup 
2006,2006-06-22,Group Stage,USA,Argentina,1,1,Draw,559,FIFA World Cup 
2006,2006-06-22,Group Stage,Ghana,Belgium,2,1,Ghana,560,FIFA World Cup 
2006,2006-06-22,Quarter-finals,South Korea,Saudi Arabia,2,0,South Korea,561,FIFA World Cup 
2006,2006-06-23,Group Stage,Australia,Costa Rica,1,2,Costa Rica,562,FIFA World Cup 
2006,2006-06-23,Group Stage,Denmark,Netherlands,2,0,Denmark,563,FIFA World Cup 
2006,2006-06-23,Round of 16,Iran,Senegal,1,0,Iran,564,FIFA World Cup 
2006,2006-06-24,Group Stage,Egypt,Australia,3,1,Egypt,565,FIFA World Cup 
2006,2006-06-24,Final,South Korea,Spain,1,0,South Korea,566,FIFA World Cup 
2006,2006-06-25,Group Stage,Portugal,Nigeria,1,1,Draw,567,FIFA World Cup 
2006,2006-06-25,Group Stage,Argentina,Algeria,0,1,Algeria,568,FIFA World Cup 
2006,2006-06-25,Group Stage,Switzerland,Egypt,2,1,Switzerland,569,FIFA World Cup 
2006,2006-06-25,Round of 16,Saudi Arabia,Senegal,0,0,Draw,570,FIFA World Cup 
2006,2006-06-26,Group Stage,Italy,Netherlands,3,1,Italy,571,FIFA World Cup 
2006,2006-06-26,Group Stage,Spain,Sweden,1,2,Sweden,572,FIFA World Cup 
2006,2006-06-26,Group Stage,Argentina,Belgium,1,2,Belgium,573,FIFA World Cup 
2006,2006-06-27,Group Stage,Japan,Mexico,1,1,Draw,574,FIFA World Cup 
2006,2006-06-27,Group Stage,Uruguay,Costa Rica,0,2,Costa Rica,575,FIFA World Cup 
2006,2006-06-27,Group Stage,Tunisia,France,1,2,France,576,FIFA World Cup 
2010,2010-06-10,Group Stage,Cameroon,Portugal,1,0,Cameroon,577,FIFA World Cup 
2010,2010-06-10,Group Stage,Netherlands,Switzerland,1,0,Netherlands,578,FIFA World Cup 
2010,2010-06-10,Final,Switzerland,Mexico,2,0,Switzerland,579,FIFA World Cup 
2010,2010-06-10,Group Stage,Costa Rica,Australia,1,0,Costa Rica,580,FIFA World Cup 
2010,2010-06-11,Group Stage,USA,Uruguay,2,0,USA,581,FIFA World Cup 
2010,2010-06-11,Group Stage,Australia,England,0,1,England,582,FIFA World Cup 
2010,2010-06-11,Group Stage,Portugal,Morocco,3,1,Portugal,583,FIFA World Cup 
2010,2010-06-11,Group Stage,Japan,Iran,1,3,Iran,584,FIFA World Cup 
2010,2010-06-11,Round of 16,Cameroon,Netherlands,0,1,Netherlands,585,FIFA World Cup 
2010,2010-06-11,Group Stage,Sweden,Spain,2,1,Sweden,586,FIFA World Cup 
2010,2010-06-11,Group Stage,Belgium,Mexico,1,2,Mexico,587,FIFA World Cup 
2010,2010-06-12,Semi-finals,Spain,Netherlands,2,2,Draw,588,FIFA World Cup 
2010,2010-06-12,Group Stage,Tunisia,Cameroon,2,2,Draw,589,FIFA World Cup 
2010,2010-06-12,Round of 16,Uruguay,Sweden,1,2,Sweden,590,FIFA World Cup 
2010,2010-06-12,Group Stage,Spain,Egypt,0,1,Egypt,591,FIFA World Cup 
2010,2010-06-12,Group Stage,Denmark,Cameroon,2,0,Denmark,592,FIFA World Cup 
2010,2010-06-13,Group Stage,Nigeria,Iran,3,2,Nigeria,593,FIFA World Cup 
2010,2010-06-13,Group Stage,Egypt,Saudi Arabia,1,0,Egypt,594,FIFA World Cup 
2010,2010-06-13,Group Stage,Morocco,Nigeria,1,1,Draw,595,FIFA World Cup 
2010,2010-06-13,Group Stage,Australia,Denmark,1,0,Australia,596,FIFA World Cup 
2010,2010-06-14,Group Stage,Brazil,Costa Rica,2,2,Draw,597,FIFA World Cup 
2010,2010-06-14,Group Stage,Ghana,Cameroon,1,3,Cameroon,598,FIFA World Cup 
